source_id,ra,dec,pmra,pmdec,bp_rp,phot_g_mean_mag,l,b,parallax,parallax_over_error,phi1,phi2,pmphi1,pmphi2,probability
6514495859294586240,346.1661786812011,-50.6408683473966,6.878056,-5.00282,0.617378,19.307854,336.471191,-58.961322,0.007517,0.029716,8.179012,-0.504876,-5.55729,0.414718,0.002262
6514497096245135104,346.09387774894344,-50.68950682154465,7.145209,-5.622818,0.797448,20.775327,336.454148,-58.895076,-2.451975,-1.924741,8.21551,-0.448895,-5.933318,0.970778,0.0
6511622667909108608,333.64973409841855,-50.03678660220429,6.18941,-5.981513,0.59622,19.854325,344.664213,-52.41189,0.121706,0.305641,16.042347,0.978692,-5.655101,0.255378,2.65E-4
6514503006120238464,346.2021972517735,-50.492156816908256,7.384951,-5.020259,0.646008,19.660034,336.667383,-59.072849,-0.434874,-1.184348,8.182703,-0.655292,-6.057485,0.344207,0.0
6514516372058961792,345.7800656474405,-50.44207189418989,7.199982,-5.033583,0.623847,18.491992,337.069188,-58.894414,0.196417,1.302212,8.456042,-0.656516,-5.894699,0.344174,1.0E-6
6514518296204377728,345.6577554106955,-50.31477863300322,6.722276,-5.200056,0.713272,18.274716,337.356272,-58.911787,0.3688,2.664837,8.555967,-0.767439,-5.46018,0.58055,0.029912
6514523690683314560,345.7863081329596,-50.28282740591476,7.205323,-5.191467,0.640873,19.519606,337.306831,-58.996132,-0.13017,-0.427744,8.48105,-0.813835,-5.927965,0.496886,0.0
6511637266501351296,333.51678968001164,-49.85830809749627,5.453899,-5.223166,0.632988,18.890368,344.988184,-52.401322,0.104162,0.524701,16.183396,0.839828,-4.710257,-0.222813,0.999779
6511637644458477952,333.4801817464241,-49.82480726179647,5.601311,-5.802456,0.769416,20.5209,345.053669,-52.392212,-0.347432,-0.51306,16.217,0.816362,-5.047281,0.268062,0.988409
6511641595828395648,333.3872808449745,-49.77921777869725,5.477913,-5.174663,0.740501,19.586608,345.159929,-52.353935,0.585899,1.997114,16.288924,0.793962,-4.720414,-0.288892,0.999688
6514560661762016384,344.9704163520107,-50.218868938386144,6.996231,-5.000622,0.637946,19.933612,338.01847,-58.621384,0.047984,0.108332,9.005558,-0.779091,-5.719935,0.261451,6.4E-5
6517290920932324096,339.595871443426,-49.387858037419555,6.451864,-5.384002,0.640139,19.44819,342.8036,-56.156111,0.711991,2.337108,12.571928,-0.797034,-5.485568,0.199512,0.009864
6511690283577999488,336.04649849465005,-50.433759045174014,5.856524,-5.067111,0.914585,17.418291,343.013484,-53.645702,0.052368,0.552292,14.463187,0.858287,-4.956775,-0.265036,0.99082
6517304699186773248,339.63216300600294,-49.07078696377612,6.689292,-5.406322,0.613098,19.157264,343.284211,-56.328657,-0.098047,-0.338537,12.632411,-1.109185,-5.718173,0.158776,8.3E-5
6511702412565340800,335.56374312100286,-50.36650588282472,5.831586,-5.41433,0.590452,19.182687,343.338942,-53.397156,0.224145,0.942906,14.776581,0.890241,-5.058106,0.026812,0.969334
6511703172776180864,335.5315694640643,-50.3558040441343,5.758529,-5.196843,0.959379,16.384344,343.369846,-53.383151,0.048913,1.009694,14.799434,0.886544,-4.921431,-0.159738,0.995355
6511704164912314624,335.75428191647785,-50.406873034829935,6.164658,-5.764426,0.621861,19.782402,343.19026,-53.489604,0.347703,0.843118,14.648547,0.890506,-5.47682,0.273801,0.011961
6511704203568321792,335.7515329163601,-50.39322194838746,5.778673,-5.202288,0.900676,17.499754,343.212237,-53.493902,0.123786,1.253003,14.654474,0.878084,-4.934692,-0.140155,0.994483
6511705504942140928,335.773135867676,-50.335324069337254,5.778091,-5.39578,0.588144,18.500385,343.290163,-53.531249,0.092808,0.562184,14.659449,0.818777,-4.993524,0.045248,0.990578
6511740831049465344,334.8682916698438,-50.3302534616683,5.903467,-5.54191,0.783278,18.056162,343.705119,-53.009666,0.149692,1.166886,15.208804,0.99742,-5.192983,0.058372,0.741137
6514680749047074560,345.73395110029935,-49.664779919492574,6.983314,-4.905272,0.678093,19.821198,338.301198,-59.347498,-0.23696,-0.641065,8.626643,-1.415439,-5.658192,0.24185,2.52E-4
6514688583067711104,345.35741501375503,-49.71857717580327,6.75609,-5.110495,0.723664,19.111452,338.50399,-59.120639,0.259645,1.049819,8.856149,-1.317548,-5.488107,0.447827,0.011396
6511769860732506496,334.9107808089129,-50.14656085553071,6.117231,-5.787686,0.728803,18.232947,343.964971,-53.110134,0.282662,2.098047,15.242427,0.814797,-5.472348,0.224191,0.012929
6511784497980152448,336.17784568195907,-50.36937151010138,6.479563,-5.889448,0.599393,19.420759,343.049469,-53.749148,-0.452265,-1.495548,14.403329,0.771267,-5.797428,0.337991,1.0E-5
6511787315478700544,336.0411659315154,-50.35711673691036,6.36111,-5.899039,0.91334,17.764836,343.132393,-53.676047,0.226149,2.241102,14.490068,0.786432,-5.693325,0.369303,1.01E-4
6511799822423700480,336.11932564368857,-49.97384114706338,6.349338,-5.48268,0.645561,19.272819,343.680781,-53.886799,0.349604,1.272531,14.5605,0.406371,-5.549444,-0.019298,0.003786
6511809649308824704,335.99249909315813,-50.03347201989369,6.156086,-5.646046,0.616833,19.821189,343.648665,-53.787594,-0.098723,-0.266692,14.61966,0.48823,-5.421017,0.183664,0.036055
6514759540222682624,344.2775171953005,-50.09243311584742,7.129438,-5.275669,0.853194,17.287841,338.716594,-58.338778,0.19441,2.262591,9.465755,-0.815557,-5.932399,0.430011,0.0
6511828860698519552,336.45095925838064,-49.738555498212676,6.372628,-5.888333,0.866412,20.639616,343.886077,-54.180967,-0.329973,-0.294134,14.42877,0.117027,-5.681629,0.391058,1.31E-4
6514784412377905920,344.8236178679399,-49.723818538851226,7.003374,-5.082137,0.604311,19.382439,338.893447,-58.839847,0.234563,0.746983,9.19399,-1.246524,-5.747253,0.318066,3.2E-5
6511839370484397824,336.1014436833378,-49.68582178192244,5.881318,-4.974768,0.75928,20.017195,344.131832,-53.999078,-0.708241,-1.525021,14.660081,0.135867,-4.947506,-0.363323,0.991647
6511856138034948480,335.704590704109,-49.897274154485544,6.18761,-5.911966,0.595644,19.543153,343.989925,-53.677617,-0.3173,-1.177059,14.838034,0.41637,-5.544964,0.396479,0.002942
6511867030072613248,335.5759969882238,-49.72950778953357,5.91309,-5.446856,0.756065,20.280972,344.305757,-53.672216,-0.129844,-0.260901,14.969436,0.283084,-5.142997,0.026617,0.872686
6514824205250581248,343.9309868140146,-49.66710550936303,6.848368,-5.253853,0.628615,19.179096,339.624632,-58.402061,-0.111506,-0.405005,9.771169,-1.18639,-5.666083,0.423991,1.86E-4
6514827980525795328,343.6001979300151,-49.767282177153014,7.13062,-5.240407,0.677945,18.662286,339.698745,-58.169123,0.093177,0.442167,9.959495,-1.043826,-5.953129,0.318523,0.0
6511871325039890944,335.26101430198315,-49.80845130113688,6.634644,-5.973544,0.720354,19.860539,344.32595,-53.454328,-0.117961,-0.327448,15.137454,0.422332,-6.006689,0.267038,0.0
6514840659269348864,343.4682569142176,-49.53688398571077,6.904048,-5.062632,0.596975,19.085021,340.151478,-58.227944,-0.084719,-0.28691,10.09175,-1.250939,-5.698646,0.175863,1.2E-4
6511928297782342400,334.3352074635844,-50.32764171477026,6.396412,-5.911876,0.964176,16.651189,343.939448,-52.700157,0.571413,10.442016,15.531354,1.10611,-5.800435,0.193806,1.3E-5
6511934272080103168,334.60125816059036,-50.12091017576515,5.738605,-5.352809,0.600064,19.836098,344.138415,-52.939433,0.344382,0.817276,15.43843,0.854956,-4.984712,-0.094225,0.988659
6511935405951480064,334.69106524310615,-50.09437111324185,5.61835,-5.319056,0.5863,19.403383,344.139939,-53.002844,0.307064,1.055238,15.392629,0.811087,-4.856692,-0.078919,0.998661
6511937265674081536,334.45663636548295,-50.116305836546424,5.809927,-5.291251,0.891925,17.564129,344.207415,-52.85644,0.101244,1.14389,15.527565,0.880978,-5.037028,-0.189285,0.970607
6511949016704646272,334.08151946495616,-50.00587066727128,5.650282,-5.328096,1.037046,15.467256,344.533181,-52.679415,0.077051,2.390898,15.791383,0.856414,-4.911314,-0.137592,0.996219
6511949115487160320,334.0589022127234,-49.982791181535504,6.03695,-6.139288,0.649689,19.941881,344.577608,-52.675113,-0.103406,-0.258366,15.812785,0.839499,-5.54702,0.495978,0.003186
6511950425453887616,334.31923038814904,-50.01122029504044,5.716419,-5.321911,0.886452,17.597451,344.425248,-52.817614,0.021602,0.243827,15.645468,0.810798,-4.963264,-0.143383,0.99125
6511951112648656896,334.28371748681656,-50.01966382085222,5.585379,-5.157188,0.673437,18.703889,344.427433,-52.793318,0.27172,1.64691,15.664219,0.826307,-4.786421,-0.25873,0.999257
6511970354102693760,334.9627869544033,-49.72619095881141,6.31746,-6.112751,0.66324,20.181016,344.583349,-53.311852,0.481285,1.01808,15.346281,0.406083,-5.763026,0.468391,1.9E-5
6511985399371130624,334.5915306757443,-49.64108198898572,6.025787,-6.060466,0.710672,20.033589,344.873877,-53.125623,-0.413183,-1.035828,15.601112,0.4035,-5.485996,0.475104,0.012596
6511992344334822784,334.52302556931625,-49.44099712535965,6.385716,-5.954462,0.646038,19.397308,345.209772,-53.163306,-0.079465,-0.297558,15.708577,0.228968,-5.793633,0.248299,1.3E-5
6511994745219710080,333.9567007677176,-49.98941246560661,5.925908,-5.377414,0.584889,19.499392,344.609984,-52.612057,0.230519,0.780254,15.872518,0.86769,-5.191907,-0.194988,0.732426
6511999113203187456,333.7945743903366,-49.891811143157504,5.414652,-5.165485,0.667244,19.63681,344.824708,-52.553824,0.563578,1.727987,16.003581,0.810775,-4.644406,-0.238858,0.99991
6511999521223399680,333.6782721106058,-49.91543342425936,5.460882,-5.285545,0.623761,19.675598,344.836315,-52.475599,-0.151829,-0.465784,16.066133,0.858285,-4.732557,-0.15154,0.999759
6512000693751142656,333.84520546644126,-49.86522005023369,6.176206,-5.731576,0.581976,19.774344,344.844328,-52.594191,0.119772,0.364755,15.981797,0.774759,-5.550077,0.042615,0.003246
6512006496250465664,334.0203137487803,-49.68483232445047,5.888852,-5.751707,0.739657,20.159189,345.046739,-52.768172,-0.264441,-0.570139,15.935662,0.566914,-5.278644,0.173331,0.392865
6512007836280249216,333.9323001015656,-49.70375835257691,6.085257,-6.160593,0.654195,20.165761,345.054139,-52.708343,0.619719,1.258039,15.982991,0.603789,-5.604203,0.484492,8.18E-4
6512018182858062592,333.5425202578568,-49.683501839835436,6.215405,-6.008445,0.894293,15.961427,345.243216,-52.48297,0.614504,16.652988,16.227197,0.669783,-5.691774,0.257628,1.19E-4
6512024608129125760,333.74041701502546,-49.43930674587502,6.027054,-6.279864,0.576597,19.347918,345.535859,-52.693916,0.199462,0.85734,16.189085,0.396551,-5.597078,0.594552,0.001152
6512034671236036480,333.93835091979264,-49.53238113471869,6.216599,-6.135979,0.73685,20.104066,345.31313,-52.77764,0.315216,0.674903,16.036694,0.440996,-5.718854,0.416301,5.5E-5
6512039069281730560,334.2142619148709,-49.4288613901933,6.125542,-5.6244,0.701854,20.457951,345.357818,-52.98288,-0.38558,-0.641311,15.902157,0.28367,-5.451184,-0.008946,0.023041
6512122151129353216,334.784590355922,-48.93571805291548,6.068426,-5.938122,0.75839,20.059226,345.879063,-53.516642,0.12155,0.249976,15.71165,-0.304438,-5.475903,0.357954,0.01308
6515587914859590144,343.1589910657881,-49.497845391923114,6.620502,-5.259853,0.70768,20.456395,340.424254,-58.082605,0.474387,0.57098,10.29628,-1.246008,-5.476216,0.397272,0.013688
6512732350019527936,342.5581213252125,-51.71661168735644,6.9752,-5.633453,0.726296,19.749865,337.439885,-56.510946,-0.463116,-1.327862,10.179104,1.002216,-5.937049,0.65048,0.0
6512858995718854016,344.485679175746,-52.03647828297272,7.202905,-5.465991,0.804554,20.430766,335.660442,-57.268325,-0.125814,-0.190882,8.948208,1.062896,-6.039178,0.65169,0.0
6512875149093073792,344.8474556246234,-51.90723033551814,7.259408,-5.127179,0.91518,17.635266,335.588947,-57.523065,0.43591,4.737339,8.755053,0.892371,-6.012264,0.345827,0.0
6512887995337819776,344.7980442553397,-51.648654422973294,6.356959,-4.741187,0.810944,20.228289,336.001194,-57.660837,0.646222,1.386094,8.835323,0.644673,-5.053134,0.133785,0.978802
6512890778476698240,344.8643339767976,-51.50130765390758,6.836889,-5.194435,0.589309,19.904548,336.169307,-57.784727,0.966321,2.687763,8.82354,0.49213,-5.60891,0.489559,7.36E-4
6512895932437355904,344.3785047180969,-51.68118555590646,6.925916,-5.634639,0.757841,18.45844,336.253634,-57.436279,0.393828,2.604528,9.08401,0.727969,-5.805245,0.855501,9.0E-6
6512899235269728128,344.3351103525356,-51.54295208205529,6.23158,-4.714613,0.90749,17.36084,336.487377,-57.499794,0.13624,1.690005,9.138145,0.597952,-4.941858,0.087134,0.996746
6512925108151555584,345.7762362168273,-51.54222752109512,7.204184,-5.549472,0.849,17.873296,335.434622,-58.199434,0.163836,1.700774,8.258535,0.425769,-5.995674,0.866317,0.0
6512927474677496704,345.4161635759753,-51.76454158447876,7.372909,-5.600037,0.7402,20.268162,335.380274,-57.885585,-0.700487,-1.437264,8.437189,0.685412,-6.188432,0.848779,0.0
6512928333670997120,345.34935345532443,-51.69213832517708,7.135583,-5.146462,0.681318,19.935656,335.534949,-57.899585,-0.17345,-0.453409,8.491381,0.622022,-5.873234,0.439215,1.0E-6
6512929746716250624,345.4223664278015,-51.65223975983596,7.120499,-5.520052,0.958377,16.119143,335.538987,-57.959897,0.113029,2.791565,8.454355,0.574363,-5.924917,0.816262,0.0
6512934003027946752,345.322510594989,-51.50580665385521,6.859306,-5.292393,0.770143,18.439477,335.826973,-58.004399,0.076221,0.551952,8.542714,0.442126,-5.629845,0.628791,5.49E-4
6512940810552429952,345.30938085732356,-51.449289320136984,7.158159,-5.125433,0.80788,20.540355,335.919609,-58.03362,0.44293,0.583641,8.561363,0.388151,-5.892413,0.40645,1.0E-6
6512984099525781888,344.9876800112205,-51.472778358458214,6.334616,-4.724532,0.7253,20.061826,336.121515,-57.862608,-0.227174,-0.493139,8.753684,0.44931,-5.020374,0.137255,0.988564
6512998397473564288,344.71798442737025,-51.331734211592796,7.338866,-5.842284,0.880145,17.382705,336.525322,-57.817858,0.063967,0.693492,8.946105,0.343589,-6.233696,1.00903,0.0
6513024751393304064,345.27149486593026,-50.94778086962996,7.149603,-5.519463,0.778966,20.641361,336.690863,-58.328114,-1.401998,-1.056534,8.679056,-0.09993,-5.958408,0.783692,0.0
6513045637818434432,344.8435013084237,-50.71008453958388,7.293095,-5.732661,0.676904,19.598138,337.363563,-58.260363,0.366024,1.077174,8.98987,-0.281524,-6.159557,0.915502,0.0
6513072992464628736,343.43453987444104,-51.627211419396275,6.841426,-5.734819,0.732631,20.628066,336.988057,-57.002942,-0.094613,-0.126634,9.668216,0.796149,-5.787896,0.870579,1.5E-5
6513085465050428416,344.2722216552973,-51.53740314581653,6.360057,-4.627322,0.700806,18.712889,336.540024,-57.472227,0.03068,0.182017,9.177578,0.600391,-5.052383,-0.030271,0.968893
6513096765108227200,344.28774225747554,-51.292910300858274,7.196779,-5.218955,0.596663,19.756664,336.890617,-57.628702,-0.206291,-0.594854,9.217396,0.358968,-5.989889,0.378571,0.0
6513114219855440512,344.00517483247546,-51.05408201108795,7.132228,-5.910285,0.684282,19.377837,337.446017,-57.630948,0.010277,0.038588,9.439431,0.161166,-6.079399,1.034512,0.0
6513127001677661568,343.2820544598499,-51.3908808683508,7.171363,-5.41495,0.687445,19.790187,337.441258,-57.066563,-0.459663,-1.29682,9.811474,0.58558,-6.047898,0.467899,0.0
6513134423381780736,343.1595686715298,-51.26203507612572,7.265621,-5.672568,0.613056,19.102836,337.715821,-57.080201,-0.098743,-0.432776,9.914003,0.476272,-6.200441,0.683891,0.0
6513142085603430400,342.85524539847654,-51.300367085509436,7.16544,-5.914399,0.564571,19.023384,337.86196,-56.903096,0.217277,1.039691,10.091391,0.555264,-6.169843,0.908646,0.0
6513143906669987968,342.7617033199101,-51.191701875938904,6.70567,-5.719055,0.718242,20.341798,338.086391,-56.918056,0.107716,0.155163,10.172526,0.462235,-5.682365,0.808289,2.22E-4
6513144254562903168,342.877383519733,-51.20573932375613,6.905372,-5.001635,0.565457,19.108766,337.988702,-56.969165,0.126782,0.56367,10.098725,0.459909,-5.713813,0.07669,1.16E-4
6513148717032989952,343.112461706965,-51.12893708735479,6.845003,-5.154642,0.747108,19.990117,337.946648,-57.133797,0.449119,0.847971,9.971674,0.352738,-5.679132,0.262572,1.55E-4
6513148991910904704,343.1841166508177,-51.09504239180663,6.867218,-5.531769,0.60001,19.551195,337.949241,-57.190104,0.817481,2.569383,9.935099,0.309904,-5.779396,0.632948,1.3E-5
6513159746509151744,343.3295621131812,-51.10745904654021,7.095501,-5.493501,0.703883,19.044585,337.83217,-57.257029,-0.10128,-0.487663,9.843233,0.302378,-5.987739,0.562111,0.0
6513160536783138432,343.28687241374786,-51.095653545244424,6.058824,-4.525322,0.634459,19.010379,337.87884,-57.242179,0.272299,1.310066,9.871948,0.296597,-4.769133,-0.165589,0.999557
6513183867045651456,343.3138141913774,-50.70571034682768,6.668538,-5.402153,0.711187,19.78621,338.44915,-57.482469,-0.149522,-0.406296,9.939033,-0.087908,-5.550597,0.55726,0.003289
6513191735424722688,344.293080146649,-51.15440094696717,7.380714,-5.644475,0.642393,19.415108,337.092972,-57.715224,-0.338437,-1.122449,9.24203,0.222625,-6.255148,0.756922,0.0
6513202524382728576,344.4321857495794,-50.87443276670835,7.12913,-5.205798,0.78713,19.987516,337.413282,-57.953894,0.893337,1.746984,9.212433,-0.069205,-5.913849,0.388865,1.0E-6
6513228023604300416,344.56143160524266,-50.71534203667326,7.097755,-4.990303,0.655859,18.995741,337.560392,-58.114886,-0.198359,-0.82101,9.163986,-0.241359,-5.834696,0.195431,6.0E-6
6513235234853960576,344.59185809530953,-50.551251406377276,7.226666,-5.324238,0.780388,19.837141,337.787218,-58.228855,-0.180924,-0.458167,9.177506,-0.406026,-6.025394,0.498274,0.0
6513240560613556224,344.344101244938,-50.42634839697721,6.973488,-4.944121,0.701302,18.44245,338.155834,-58.176672,0.424443,2.540399,9.356857,-0.497038,-5.711186,0.148159,9.9E-5
6513269422793502976,343.795612456912,-50.656084147915074,6.774589,-5.227627,0.609958,19.453697,338.192939,-57.759664,-0.12106,-0.346695,9.651118,-0.200901,-5.596801,0.412825,9.17E-4
6513255889352181504,344.24159322678344,-50.22242981027479,7.213473,-5.575,0.606335,18.890777,338.541763,-58.243989,0.207884,0.987001,9.462048,-0.683591,-6.077052,0.704076,0.0
6513256503532266240,344.0638494017126,-50.32777195651362,7.00426,-5.55826,0.618044,19.812709,338.506048,-58.090216,0.236948,0.688929,9.551859,-0.557352,-5.87716,0.712521,1.0E-6
6513263615997687168,343.7149365210094,-50.68836193224967,7.160776,-5.328193,0.592889,19.008251,338.199978,-57.699316,-0.015186,-0.0743,9.69439,-0.158669,-5.998911,0.422578,0.0
6513264646789895168,343.6658097182267,-50.62882192988048,7.130775,-5.947826,0.808482,20.535194,338.324482,-57.708794,0.133563,0.183263,9.737313,-0.210365,-6.101422,1.028607,0.0
6513275848064857344,343.498666559046,-50.41650202211805,6.900353,-5.509205,0.60846,18.983677,338.763893,-57.745168,0.182874,0.877911,9.885963,-0.395503,-5.79095,0.627669,1.0E-5
6513294505403015552,343.2724113306886,-50.17556255514529,6.793942,-5.592659,0.674103,19.74431,339.28929,-57.764188,0.078448,0.196853,10.07861,-0.600033,-5.714293,0.705097,7.5E-5
6513301759602918784,343.5376345005639,-50.26202395101137,6.977816,-5.133706,0.847464,16.994977,338.974318,-57.854295,0.206139,3.072474,9.894362,-0.551744,-5.785089,0.246319,1.6E-5
6513323814259970176,343.5115472157862,-49.98246451787076,6.593713,-5.185302,0.735448,19.801371,339.424611,-58.000113,0.061113,0.154287,9.969883,-0.821431,-5.420877,0.371698,0.043514
6513325326088490112,343.6091089541308,-49.88423899690676,6.809945,-5.097365,0.609889,19.583449,339.510018,-58.107583,0.127583,0.407296,9.929239,-0.930703,-5.609481,0.248673,7.12E-4
6513460982631437696,340.94951254606593,-51.61510913095279,6.480417,-5.278571,0.844083,20.649392,338.601922,-55.745215,-0.220218,-0.303196,11.172905,1.138004,-5.440232,0.253365,0.025295
6516722890033829120,339.13415669665017,-50.85041222737318,6.690249,-5.35855,0.64062,19.22264,340.802789,-55.179571,0.133989,0.517124,12.468205,0.691565,-5.731055,0.081611,8.0E-5
